source,Hearing #,Date,Hearing/Report,Year,Congress,Type,Committee1,Committee2,Category1
A Status Update on the Development of Voluntary Do-Not-Track Standards,S. Hrg. 113-550 - A STATUS UPDATE ON THE DEVELOPMENT OF VOLUNTARY DO-NOT-TRACK STANDARDS,2013-04-24T00:00:00,A Status Update on the Development of Voluntary Do-Not-Track Standards,2013,113,Hearing,207,,6
A Time for Solutions: Finding Consensus in the Medicare Reform Debate,S. Hrg. 112-254 - A Time for Solutions: Finding Consensus in the Medicare Reform Debate,2011-10-12T00:00:00,A Time for Solutions: Finding Consensus in the Medicare Reform Debate,2011,112,Hearing,201,,6
A Transformation: Afghanistan Beyond 2014,S. Hrg. 113-476 - A TRANSFORMATION: AFGHANISTAN BEYOND 2014,2014-04-30T00:00:00,A Transformation: Afghanistan Beyond 2014,2014,113,Hearing,212,,3
A Way Back Home: Preserving Families and Reducing the Need for Foster Care,S. Hrg. 114-304 - A WAY BACK HOME: PRESERVING FAMILIES AND REDUCING THE NEED FOR FOSTER CARE,2015-08-04T00:00:00,A Way Back Home: Preserving Families and Reducing the Need for Foster Care,2015,114,Hearing,211,,3
A World of Opportunity: Promoting Export Success for Small and Medium-Sized Businesses,S. Hrg. 111-505 - A World of Opportunity: Promoting Export Success for Small and Medium-Sized Businesses,2009-10-06T00:00:00,A World of Opportunity: Promoting Export Success for Small and Medium-Sized Businesses,2009,111,Hearing,207,,3
A listening session on taxation issues facing Indian Country (This will not be webcast),,2015-11-04T16:00:00,A listening session on taxation issues facing Indian Country (This will not be webcast),2015,114,Listening Session,215,,3
A year later: Lessons Learned and Progress Made After Hurricane Ike,"S. Hrg. 111-1151 - A Year Later: Lessons Learned, Progress Made, and Challenges That Remain from Hurricane Ike",2009-09-25T00:00:00,A year later: Lessons Learned and Progress Made After Hurricane Ike,2009,111,Hearing,219,,3
AFGHANISTAN: RIGHT SIZING THE DEVELOPMENT FOOTPRINT,S. Hrg. 112-201 - Afghanistan: Right Sizing the Development Footprint,2011-09-08T00:00:00,AFGHANISTAN: RIGHT SIZING THE DEVELOPMENT FOOTPRINT,2011,112,Hearing,212,,3
"APEC 2011: Breaking Down Barriers, Creating Economic Growth",,2011-03-31T00:00:00,"APEC 2011: Breaking Down Barriers, Creating Economic Growth",2011,112,Hearing,211,,6
ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON EMERGING THREATS AND CAPABILITIES FOR FY 2017,,2016-05-10T00:00:00,ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON EMERGING THREATS AND CAPABILITIES FOR FY 2017,2016,114,Markup,204,,9
ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON EMERGING THREATS AND CAPABILITIES FY 2016,,2015-05-12T00:00:00,ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON EMERGING THREATS AND CAPABILITIES FY 2016,2015,114,Markup,204,,9
ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON PERSONNEL FY 2016,,2015-05-12T00:00:00,ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON PERSONNEL FY 2016,2015,114,Markup,204,,9
ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON PERSONNEL FY 2019,,2018-05-22T00:00:00,ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON PERSONNEL FY 2019,2018,115,Markup,204,,9
ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON READINESS AND MANAGEMENT SUPPORT FOR FY 2017,,2016-05-10T00:00:00,ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON READINESS AND MANAGEMENT SUPPORT FOR FY 2017,2016,114,Markup,204,,9
ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON READINESS AND MANAGEMENT SUPPORT FY 2016,,2015-05-12T00:00:00,ARCHIVED WEBCAST AND TRANSCRIPT OF THE MARKUP FOR THE SUBCOMMITTEE ON READINESS AND MANAGEMENT SUPPORT FY 2016,2015,114,Markup,204,,9
Abducted Abroad: Exploring the Plight of International Parental Child Abduction and its Effect on American Families,,2018-04-24T00:00:00,Abducted Abroad: Exploring the Plight of International Parental Child Abduction and its Effect on American Families,2018,115,Hearing,217,,3
Abusive Credit Card Practices and Bankruptcy,S. Hrg. 111-323 - ABUSIVE CREDIT CARD PRACTICES AND BANKRUPTCY,2009-03-24T00:00:00,Abusive Credit Card Practices and Bankruptcy,2009,111,Hearing,217,,6
Abusive Robocalls and How We Can Stop Them,,2018-04-18T00:00:00,Abusive Robocalls and How We Can Stop Them,2018,115,Hearing,207,,6
Accelerating New Technologies to Meet Emerging Threats,,2018-04-18T00:00:00,Accelerating New Technologies to Meet Emerging Threats,2018,115,Hearing,204,,3
Access to Capital: Fostering Job Creation and Innovation through High-Growth Startups,S. Hrg. 112-315 - Access to Capital: Fostering Job Creation and Innovation Through High- Growth Startups,2011-07-20T00:00:00,Access to Capital: Fostering Job Creation and Innovation through High-Growth Startups,2011,112,Hearing,205,,6
Access to Justice for Those Who Serve,,2014-03-27T00:00:00,Access to Justice for Those Who Serve,2014,113,Hearing,217,,3
Access to the Court: Televising the Supreme Court,S. Hrg. 112-584 - Access to the Court: Televising the Supreme Court,2011-12-06T00:00:00,Access to the Court: Televising the Supreme Court,2011,112,Hearing,217,,6
Accessing Support: How the Violence Against Women Act Serves Hawaii Military Families Experiencing Domestic Violence,S. Hrg. 113-846 - Accessing Support: How the Violence Against Women Act Serves Hawaii Military Families...,2014-10-16T00:00:00,Accessing Support: How the Violence Against Women Act Serves Hawaii Military Families Experiencing Domestic Violence,2014,113,Hearing,217,,7
Achieving Health Reform's Ultimate Goal: How Successful Health Systems Keep Costs Low and Quality High,S. Hrg. 111-347 - Achieving Health Reform's Ultimate Goal: How Successful Health Systems Keep Costs Low and Quality...,2009-09-30T00:00:00,Achieving Health Reform's Ultimate Goal: How Successful Health Systems Keep Costs Low and Quality High,2009,111,Hearing,201,,6
Acquisition Reform: Next Steps,S. Hrg. 114-394 - ACQUISITION REFORM: NEXT STEPS,2015-12-01T00:00:00,Acquisition Reform: Next Steps,2015,114,Hearing,204,,6
Acquisition of Major Weapons Systems,"S. Hrg. 111-149 - ACQUISITION OF MAJOR WEAPONS SYSTEMS BY THE DEPARTMENT OF DEFENSE AND S. 454, THE WEAPON SYSTEMS...",2009-03-03T00:00:00,Acquisition of Major Weapons Systems,2009,111,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel","S. Hrg. 112-80, Part 6 - DEPARTMENT OF DEFENSE AUTHORIZATION FOR APPROPRIATIONS FOR FISCAL YEAR 2012 AND THE FUTURE YEARS...",2011-05-04T00:00:00,"Active, Guard, Reserve, and Civilian Personnel",2011,112,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel Programs","S. Hrg. 112-590, Part 6 - DEPARTMENT OF DEFENSE AUTHORIZATION FOR APPROPRIATIONS FOR FISCAL YEAR 2013 AND THE FUTURE YEARS...",2012-04-25T00:00:00,"Active, Guard, Reserve, and Civilian Personnel Programs",2012,112,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel Programs","S. Hrg. 112-590, Part 7 - DEPARTMENT OF DEFENSE AUTHORIZATION FOR APPROPRIATIONS FOR FISCAL YEAR 2013 AND THE FUTURE YEARS...",2012-03-28T00:00:00,"Active, Guard, Reserve, and Civilian Personnel Programs",2012,112,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel Programs","S. Hrg. 112-80, Part 6 - DEPARTMENT OF DEFENSE AUTHORIZATION FOR APPROPRIATIONS FOR FISCAL YEAR 2012 AND THE FUTURE YEARS...",2011-04-13T00:00:00,"Active, Guard, Reserve, and Civilian Personnel Programs",2011,112,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel Programs","S. Hrg. 112-80, Part 6 - DEPARTMENT OF DEFENSE AUTHORIZATION FOR APPROPRIATIONS FOR FISCAL YEAR 2012 AND THE FUTURE YEARS...",2011-05-11T00:00:00,"Active, Guard, Reserve, and Civilian Personnel Programs",2011,112,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel Programs","S. Hrg. 113-108, Part 6 - DEPARTMENT OF DEFENSE AUTHORIZATION FOR APPROPRIATIONS FOR FISCAL YEAR 2014 AND THE FUTURE YEARS...",2013-04-17T00:00:00,"Active, Guard, Reserve, and Civilian Personnel Programs",2013,113,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel Programs","S. Hrg. 113-108, Part 6 - DEPARTMENT OF DEFENSE AUTHORIZATION FOR APPROPRIATIONS FOR FISCAL YEAR 2014 AND THE FUTURE YEARS...",2013-04-24T00:00:00,"Active, Guard, Reserve, and Civilian Personnel Programs",2013,113,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel Programs","S. Hrg. 113-465, Part 6 - DEPARTMENT OF DEFENSE AUTHORIZATION OF APPROPRIATIONS FOR FISCAL YEAR 2015 AND THE FUTURE YEARS...",2014-03-26T00:00:00,"Active, Guard, Reserve, and Civilian Personnel Programs",2014,113,Hearing,204,,2
"Active, Guard, Reserve, and Civilian Personnel Programs","S. Hrg. 113-465, Part 6 - DEPARTMENT OF DEFENSE AUTHORIZATION OF APPROPRIATIONS FOR FISCAL YEAR 2015 AND THE FUTURE YEARS...",2014-04-09T00:00:00,"Active, Guard, Reserve, and Civilian Personnel Programs",2014,113,Hearing,204,,2
Adapting U.S. Counternarcotics Efforts in Colombia.,,2017-09-12T00:00:00,Adapting U.S. Counternarcotics Efforts in Colombia.,2017,115,Hearing,220,,3
Addressing Domestic Violence in Professional Sports,S. Hrg. 113-725 - ADDRESSING DOMESTIC VIOLENCE IN PROFESSIONAL SPORTS,2014-12-02T00:00:00,Addressing Domestic Violence in Professional Sports,2014,113,Hearing,207,,5
"Addressing FHA’s Financial Condition and Program Challenges, Part II",S. Hrg. 113-8 - ADDRESSING FHA'S FINANCIAL CONDITION AND PROGRAM CHALLENGES--PART II,2013-02-28T00:00:00,"Addressing FHA’s Financial Condition and Program Challenges, Part II",2013,113,Hearing,205,,4
Addressing Global Climate Change: The Road to Copenhagen,S. Hrg. 111-82 - ADDRESSING GLOBAL CLIMATE CHANGE: THE ROAD TO COPENHAGEN,2009-01-28T00:00:00,Addressing Global Climate Change: The Road to Copenhagen,2009,111,Hearing,212,,6
Addressing Potential Threats from Iran: Administration Perspectives on Implementing New Economic Sanctions One Year Later,S. Hrg. 112-332 - Addressing Potential Threats from Iran: Administration Perspectives on Implementing New Economic...,2011-10-13T00:00:00,Addressing Potential Threats from Iran: Administration Perspectives on Implementing New Economic Sanctions One Year Later,2011,112,Hearing,205,,3
Addressing Short- and Long-Term Fiscal Challenges,S. Hrg. 111-107 - THE CBO BUDGET AND ECONOMIC OUTLOOK,2009-01-21T00:00:00,Addressing Short- and Long-Term Fiscal Challenges,2009,111,Hearing,206,,6
Addressing Surface Transportation Needs in Rural America,S. Hrg. 111-490 - Addressing Surface Transportation Needs in Rural America,2009-08-10T00:00:00,Addressing Surface Transportation Needs in Rural America,2009,111,Hearing,207,,6
Addressing the Housing Crisis in Indian Country: Leveraging Resources and Coordinating Efforts,S. Hrg. 112-514 - Addressing the Housing Crisis in Indian Country: Leveraging Resources and Coordinating Efforts,2012-03-08T00:00:00,Addressing the Housing Crisis in Indian Country: Leveraging Resources and Coordinating Efforts,2012,112,Hearing,205,,3
"Addressing the Risk of Waste, Fraud and Abuse in the Federal Communications Commission’s Lifeline Program",,2017-09-06T00:00:00,"Addressing the Risk of Waste, Fraud and Abuse in the Federal Communications Commission’s Lifeline Program",2017,115,Hearing,207,,4
Administration Priorities for Europe in the 112th Congress,S. Hrg. 112-84 - Administration Priorities for Europe in the 112th Congress,2011-05-18T00:00:00,Administration Priorities for Europe in the 112th Congress,2011,112,Hearing,212,,3
Administration's Proposed Intelligence Authorization Act for FY 2011,,2010-06-22T00:00:00,Administration's Proposed Intelligence Authorization Act for FY 2011,2010,111,Hearing,216,,2
Admitted or Not? The Impact of Medicare Observation Status on Seniors,,2014-07-30T00:00:00,Admitted or Not? The Impact of Medicare Observation Status on Seniors,2014,113,Hearing,201,,6
Advanced Biofuels: Creating Jobs and Lower Prices at the Pump,S. Hrg. 113-556 - ADVANCED BIOFUELS: CREATING JOBS AND LOWER PRICES AT THE PUMP,2014-04-08T00:00:00,Advanced Biofuels: Creating Jobs and Lower Prices at the Pump,2014,113,Hearing,202,,6
Advanced Nuclear Technology: Safety and Associated Benefits of Licensing Accident Tolerant Fuels for Commercial Nuclear Reactors,,2018-09-13T00:00:00,Advanced Nuclear Technology: Safety and Associated Benefits of Licensing Accident Tolerant Fuels for Commercial Nuclear Reactors,2018,115,Hearing,209,,3
Advancing American Innovation and Competitiveness,S. Hrg. 111-872 - Advancing American Innovation and Competitiveness,2010-03-10T00:00:00,Advancing American Innovation and Competitiveness,2010,111,Hearing,207,,3
Advancing Freedom of Information in the New Era of Responsibility,S. Hrg. 111-529 - Advancing Freedom of Information in the New Era of Responsibility,2009-09-30T00:00:00,Advancing Freedom of Information in the New Era of Responsibility,2009,111,Hearing,217,,3
Advancing Reform: Medicare Physicians Payments,S. Hrg. 113-273 - Advancing Reform: Medicare Physicians Payments,2013-05-14T00:00:00,Advancing Reform: Medicare Physicians Payments,2013,113,Hearing,211,,3
Advancing Telehealth Through Connectivity,S. Hrg. 114-235 - ADVANCING TELEHEALTH THROUGH CONNECTIVITY,2015-04-21T00:00:00,Advancing Telehealth Through Connectivity,2015,114,Hearing,207,,6
Advancing the Internet of Things in Rural America,,2017-11-07T00:00:00,Advancing the Internet of Things in Rural America,2017,115,Hearing,207,,6
Advertising Trends and Consumer Protection,S. Hrg. 111-484 - Advertising Trends and Consumer Protection,2009-07-22T00:00:00,Advertising Trends and Consumer Protection,2009,111,Hearing,207,,3
Affordable Care Act Implementation: Examining How to Achieve a Successful Rollout of the Small Business Exchanges,S. Hrg. 113-347 - Affordable Care Act Implementation: Examining How to Achieve A Successful Rollout of the Small...,2013-11-20T00:00:00,Affordable Care Act Implementation: Examining How to Achieve a Successful Rollout of the Small Business Exchanges,2013,113,Hearing,219,,3
Afghan Women and Girls: Building the Future of Afghanistan,S. Hrg. 111-643 - Afghan Women and Girls: Building the Future of Afghanistan,2010-02-23T00:00:00,Afghan Women and Girls: Building the Future of Afghanistan,2010,111,Hearing,212,,3
Afghanistan,S. Hrg. 111-415 - Afghanistan,2009-12-02T00:00:00,Afghanistan,2009,111,Hearing,204,,3
Afghanistan,S. Hrg. 111-415 - Afghanistan,2009-12-08T00:00:00,Afghanistan,2009,111,Hearing,204,,3
Afghanistan,S. Hrg. 112-198 - The Situation in Afghanistan,2011-03-15T00:00:00,Afghanistan,2011,112,Hearing,204,,3
Afghanistan and Pakistan,S. Hrg. 111-169 - STRATEGIC OPTIONS FOR THE WAY AHEAD IN AFGHANISTAN AND PAKISTAN,2009-02-26T00:00:00,Afghanistan and Pakistan,2009,111,Hearing,204,,3
Afghanistan's Impact on Pakistan,S. Hrg. 111-295 - AFGHANISTAN'S IMPACT ON PAKISTAN,2009-10-01T00:00:00,Afghanistan's Impact on Pakistan,2009,111,Hearing,212,,6
Afghanistan: Assessing the Road Ahead,S. Hrg. 111-479 - Afghanistan: Assessing the Road Ahead,2009-12-03T00:00:00,Afghanistan: Assessing the Road Ahead,2009,111,Hearing,212,,3
Afghanistan: Governance and the Civilian Strategy,S. Hrg. 111-709 - Afghanistan: Goverance and the Civilian Strategy,2010-07-14T00:00:00,Afghanistan: Governance and the Civilian Strategy,2010,111,Hearing,212,,3
Afghanistan: U.S. Policy and International Commitments,S. Hrg. 114-708 - Afghanistan: U.s. Policy and International Commitments,2016-09-15T00:00:00,Afghanistan: U.S. Policy and International Commitments,2016,114,Hearing,212,,3
"Afghanistan: What is an Acceptable End-State, and How Do We Get There?","S. Hrg. 112-66 - Afghanistan: What Is An Acceptable End State, and How Do We Get There",2011-05-03T00:00:00,"Afghanistan: What is an Acceptable End-State, and How Do We Get There?",2011,112,Hearing,212,,6
After the Earthquake: Empowering Haiti to Rebuild Better,S. Hrg. 111-765 - After the Earthquake: Empowering Haiti to Rebuild Better,2010-05-19T00:00:00,After the Earthquake: Empowering Haiti to Rebuild Better,2010,111,Hearing,212,,3
Aggressive E-Cigarette Marketing and Potential Consequences for Youth,S. Hrg. 113-742 - AGGRESSIVE E-CIGARETTE MARKETING AND POTENTIAL CONSEQUENCES FOR YOUTH,2014-06-18T00:00:00,Aggressive E-Cigarette Marketing and Potential Consequences for Youth,2014,113,Hearing,207,,6
Aggressive Sales Tactics on the Internet and Their Impact on American Consumers,S. Hrg. 111-513 - Aggressive Sales Tactics on the Internet and Their Impact on American Consumers,2009-11-17T00:00:00,Aggressive Sales Tactics on the Internet and Their Impact on American Consumers,2009,111,Hearing,207,,6
Aging With Community: Building Connections that Last a Lifetime,S. Hrg. 115-196 - Aging with Community: Building Connections That Last A Lifetime,2017-05-17T00:00:00,Aging With Community: Building Connections that Last a Lifetime,2017,115,Hearing,201,,6
Aging Without Community: The Consequences of Isolation and Loneliness,,2017-04-27T00:00:00,Aging Without Community: The Consequences of Isolation and Loneliness,2017,115,Hearing,201,,6
"Aging in America: Future Challenges, Promise and Potential","S. Hrg. 112-304 - Aging in America: Future Challenges, Promises, and Potential",2011-12-14T00:00:00,"Aging in America: Future Challenges, Promise and Potential",2011,112,Hearing,201,,3
Aging in Comfort: Assessing the Special Needs of America’s Holocaust Survivors,,2014-01-15T00:00:00,Aging in Comfort: Assessing the Special Needs of America’s Holocaust Survivors,2014,113,Hearing,201,,6
Aging in Place: Can Advances in Technology Help Seniors Live Independently?,,2015-05-06T00:00:00,Aging in Place: Can Advances in Technology Help Seniors Live Independently?,2015,114,Hearing,201,,6
