DATE,NAME,COMMITTEE,CATEGORY
2015-04-18,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Meeting/Markup
2015-04-15,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-04-03,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-03-24,"DEPARTMENTS OF LABOR, HFALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Legislative
2015-03-19,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-03-19,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2016,House Committee on Appropriations,Meeting/Markup
2015-03-18,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Legislative
2015-03-17,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-03-17,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-03-16,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2016,House Committee on Appropriations,Meeting/Markup
2015-03-04,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-03-04,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Legislative
2015-03-03,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Legislative
2015-03-03,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES FOR 2016",House Committee on Appropriations,Legislative
2015-03-03,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Meeting/Markup
2015-02-26,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-02-26,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-02-25,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Legislative
2015-02-25,"DEPARTMENTS OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Legislative
2015-02-25,LEGISLATIVE BRANCH APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-02-25,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Legislative
2015-02-25,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2016,House Committee on Appropriations,Meeting/Markup
2015-02-11,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2016,House Committee on Appropriations,Legislative
2015-02-11,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2016",House Committee on Appropriations,Meeting/Markup
2015-01-01,"AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2017",House Committee on Appropriations,Legislative
2015-01-01,"DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2017",House Committee on Appropriations,Legislative
2015-01-01,"DEPARTMENTS OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2017",House Committee on Appropriations,Legislative
2015-01-01,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2017,House Committee on Appropriations,Legislative
2015-01-01,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2017",House Committee on Appropriations,Meeting/Markup
2015-01-01,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2017",House Committee on Appropriations,Meeting/Markup
2015-01-01,"STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS FOR 2017",House Committee on Appropriations,Meeting/Markup
2014-04-07,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2015",House Committee on Appropriations,Legislative
2014-04-03,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2015,House Committee on Appropriations,Legislative
2014-04-02,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2015",House Committee on Appropriations,Legislative
2014-04-02,"ENERGY AND WATER DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2015 Wednesday, April 2, 2014.",House Committee on Appropriations,Legislative
2014-03-27,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2015",House Committee on Appropriations,Legislative
2014-03-26,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2015,House Committee on Appropriations,Legislative
2014-03-26,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2015,House Committee on Appropriations,Legislative
2014-03-25,"DEPARTMENTS OF LABOR, HFALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2015",House Committee on Appropriations,Legislative
2014-03-25,"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2015 Tuesday, April 8, 2014.",House Committee on Appropriations,Legislative
2014-03-25,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2015,House Committee on Appropriations,Meeting/Markup
2014-03-25,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2015,House Committee on Appropriations,Meeting/Markup
2014-03-25,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2015",House Committee on Appropriations,Meeting/Markup
2014-03-24,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2015,House Committee on Appropriations,Meeting/Markup
2014-03-14,"AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2015",House Committee on Appropriations,Legislative
2014-03-13,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2015,House Committee on Appropriations,Legislative
2014-03-12,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2015",House Committee on Appropriations,Legislative
2014-03-11,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2015,House Committee on Appropriations,Legislative
2014-03-04,LEGISLATIVE BRANCH APPROPRIATIONS FOR 2015,House Committee on Appropriations,Legislative
2014-02-26,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2015",House Committee on Appropriations,Legislative
2014-02-26,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES FOR 2015",House Committee on Appropriations,Legislative
2014-02-26,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2015,House Committee on Appropriations,Meeting/Markup
2013-04-24,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2014,House Committee on Appropriations,Meeting/Markup
2013-04-18,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2014",House Committee on Appropriations,Legislative
2013-04-18,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2014",House Committee on Appropriations,Meeting/Markup
2013-04-16,"STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS FOR 2014",House Committee on Appropriations,Meeting/Markup
2013-04-12,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2014",House Committee on Appropriations,Legislative
2013-04-11,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2014,House Committee on Appropriations,Legislative
2013-03-28,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2014,House Committee on Appropriations,Legislative
2013-03-21,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2014",House Committee on Appropriations,Legislative
2013-03-20,PART 7--ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2014 ?,House Committee on Appropriations,Legislative
2013-03-19,"DEPARTMENT OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2014",House Committee on Appropriations,Legislative
2013-03-19,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2014,House Committee on Appropriations,Legislative
2013-03-19,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES FOR 2014",House Committee on Appropriations,Legislative
2013-03-14,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2014,House Committee on Appropriations,Meeting/Markup
2013-03-13,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2014",House Committee on Appropriations,Legislative
2013-03-13,"DEPARTMENT OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2014",House Committee on Appropriations,Legislative
2013-03-12,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2014,House Committee on Appropriations,Meeting/Markup
2013-03-06,MEMBERS' DAY,House Committee on Appropriations,Meeting/Markup
2013-03-05,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2014",House Committee on Appropriations,Legislative
2013-03-05,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2014,House Committee on Appropriations,Meeting/Markup
2013-02-27,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2014,House Committee on Appropriations,Legislative
2013-02-27,DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS FOR 2014,House Committee on Appropriations,Legislative
2013-02-27,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2014,House Committee on Appropriations,Legislative
2013-02-26,LEGISLATIVE BRANCH APPROPRIATIONS FOR 2014,House Committee on Appropriations,Legislative
2013-02-26,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2014,House Committee on Appropriations,Meeting/Markup
2013-02-14,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2014,House Committee on Appropriations,Legislative
2012-07-26,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2013,House Committee on Appropriations,Legislative
2012-07-19,LIBRARY OF CONGRESS: 2012 INSPECTOR GENERAL REPORT ON LIBRARY-WIDE ACQUISITIONS,House Committee on Appropriations,Postponed
2012-03-22,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2013",House Committee on Appropriations,Legislative
2012-03-21,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2013",House Committee on Appropriations,Legislative
2012-03-21,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2013",House Committee on Appropriations,Legislative
2012-03-20,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2013,House Committee on Appropriations,Legislative
2012-03-07,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2013,House Committee on Appropriations,Legislative
2012-03-07,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2013,House Committee on Appropriations,Legislative
2012-03-07,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2013",House Committee on Appropriations,Legislative
2012-03-05,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2013,House Committee on Appropriations,Meeting/Markup
2012-03-01,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2013",House Committee on Appropriations,Legislative
2012-03-01,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2013,House Committee on Appropriations,Legislative
2012-03-01,"MILITARY CONSTRUCTION, VETERANS AFFAIRS AND RELATED AGENCIES APPROPRIATIONS FOR 2013",House Committee on Appropriations,Legislative
2012-02-29,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2013",House Committee on Appropriations,Legislative
2012-02-29,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2013,House Committee on Appropriations,Legislative
2012-02-28,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2013,House Committee on Appropriations,Legislative
2012-02-16,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2013",House Committee on Appropriations,Legislative
2012-02-08,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2013,House Committee on Appropriations,Legislative
2011-04-14,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",House Committee on Appropriations,Legislative
2011-03-30,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2012,House Committee on Appropriations,Meeting/Markup
2011-03-11,LEGISLATIVE BRANCH APPROPRIATIONS FOR 2012,House Committee on Appropriations,Legislative
2011-03-11,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",House Committee on Appropriations,Meeting/Markup
2011-03-11,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2012,House Committee on Appropriations,Meeting/Markup
2011-03-10,DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS FOR 2012,House Committee on Appropriations,Legislative
2011-03-10,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2012 - NAVY AND MARINE CORPS",House Committee on Appropriations,Legislative
2011-03-10,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2012,House Committee on Appropriations,Meeting/Markup
2011-03-09,ENERGY AND WATER DEVELOPMENT AND RELATED AGENCIES APPROPRIATIONS FOR 2012,House Committee on Appropriations,Legislative
2011-03-09,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2012 - VETERANS AFFAIRS OFFICE OF INSPECTOR GENERAL",House Committee on Appropriations,Legislative
2011-03-03,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",House Committee on Appropriations,Meeting/Markup
2011-03-02,"MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS FOR 2012 - U.S. CENTRAL COMMAND",House Committee on Appropriations,Legislative
2011-03-02,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",House Committee on Appropriations,Meeting/Markup
2011-03-02,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2012,House Committee on Appropriations,Meeting/Markup
2011-03-01,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2012,House Committee on Appropriations,Legislative
2011-03-01,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",House Committee on Appropriations,Legislative
2011-02-11,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",House Committee on Appropriations,Meeting/Markup
2011-02-11,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2012,House Committee on Appropriations,Meeting/Markup
2011-02-10,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2012,House Committee on Appropriations,Meeting/Markup
2011-02-09,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",House Committee on Appropriations,Meeting/Markup
2011-01-01,ENERGY AND WATER DEVELOPMENT AND RELATED AGENCIES APPROPRIATIONS FOR 2012,House Committee on Appropriations,Legislative
2010-05-27,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2011",House Committee on Appropriations,Legislative
2010-04-22,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-04-14,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2011",House Committee on Appropriations,Legislative
2010-03-24,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-03-23,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-03-23,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2011",House Committee on Appropriations,Legislative
2010-03-18,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-03-17,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-03-16,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-03-16,THE FEDERAL BUDGET FOR 2011,House Committee on Appropriations,Legislative
2010-03-16,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-03-11,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-03-04,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-03-04,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2011",House Committee on Appropriations,Legislative
2010-03-04,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-02-25,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-02-24,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-02-24,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2011",House Committee on Appropriations,Legislative
2010-02-24,LEGISLATIVE BRANCH APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-02-24,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2011",House Committee on Appropriations,Legislative
2010-02-24,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2010-02-03,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2011",House Committee on Appropriations,Legislative
2010-01-20,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2011,House Committee on Appropriations,Legislative
2009-12-10,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-11-19,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-07-23,LEGISLATIVE BRANCH APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-06-03,"ENERGY AND WATER DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-05-21,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-05-21,ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-05-19,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-05-12,"ENERGY AND WATER DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-05-12,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-04-22,LEGISLATIVE BRANCH APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-04-02,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-03-25,"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-03-24,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-03-19,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-03-19,FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-03-12,"AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-03-12,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-03-10,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-03-10,DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-03-03,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-03-03,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-03-03,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-02-26,DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2010,House Committee on Appropriations,Legislative
2009-02-24,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
2009-02-24,"ENERGY AND WATER DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",House Committee on Appropriations,Legislative
